Edad,Género,Artículo_Comprado,Categoría,Precio_USD,Ubicación,Tamaño,Color,Temporada,Calificación_de_Reseña,Estado_de_Suscripción,Tipo_de_Envío,Descuento_Aplicado,Código_Promo_Usado,Compras_Anteriores,Método_de_Pago,Frecuencia_de_Compras
39,Masculino,Joyería,Accesorios,77,Indiana,S,Orange,Summer,3.8,No,Free Shipping,Yes,Yes,11,Credit Card,Fortnightly
28,Masculino,Mochila,Accesorios,73,Oregon,L,Gold,Summer,3.5,No,Express,Yes,Yes,1,Cash,Monthly
40,Masculino,Zapatos,Calzado,50,Texas,M,Indigo,Spring,4.6,No,Free Shipping,Yes,Yes,17,Cash,Monthly
52,Masculino,Abrigo,Ropa ext,40,Florida,M,Turquoise,Winter,2.8,No,Standard,Yes,Yes,37,Cash,Weekly
37,Masculino,Suéter,Ropa,97,Rhode Island,M,Orange,Winter,3.7,No,Standard,Yes,Yes,40,Bank Transfer,Weekly
70,Masculino,Guantes,Accesorios,63,Texas,M,Indigo,Fall,3.3,No,Express,Yes,Yes,50,PayPal,Every 3 Months
30,Masculino,Bolso,Accesorios,65,Vermont,M,Charcoal,Fall,2.9,No,Standard,Yes,Yes,20,PayPal,Bi-Weekly
38,Masculino,Calcetines,Ropa,91,Maryland,M,Lavender,Spring,3.2,No,Standard,Yes,Yes,8,PayPal,Bi-Weekly
66,Masculino,Sudadera con Capucha,Ropa,60,Alaska,S,Gold,Spring,4.3,No,Store Pickup,Yes,Yes,16,Bank Transfer,Quarterly
29,Masculino,Pantalones,Ropa,69,Idaho,M,Lavender,Winter,2.7,No,Next Day Air,Yes,Yes,9,Bank Transfer,Quarterly
46,Masculino,Abrigo,Ropa ext,52,West Virginia,S,White,Spring,4.2,No,Store Pickup,Yes,Yes,12,Venmo,Monthly
56,Masculino,Botas,Calzado,49,Nevada,M,Lavender,Fall,4.8,No,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly
23,Masculino,Zapatillas,Calzado,85,Oregon,M,Charcoal,Spring,4.8,No,Store Pickup,Yes,Yes,44,Debit Card,Fortnightly
37,Masculino,Suéter,Ropa,86,Tennessee,L,Silver,Spring,3.4,No,Express,Yes,Yes,19,Credit Card,Bi-Weekly
56,Masculino,Bolso,Accesorios,51,Alabama,S,Yellow,Winter,2.6,No,Standard,Yes,Yes,43,PayPal,Fortnightly
36,Masculino,Cinturón,Accesorios,56,Indiana,L,Olive,Winter,5.0,No,Next Day Air,Yes,Yes,5,Bank Transfer,Every 3 Months
40,Masculino,Cinturón,Accesorios,72,Idaho,M,Peach,Fall,4.4,No,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months
26,Masculino,Sudadera con Capucha,Ropa,27,Rhode Island,XL,Yellow,Fall,2.9,No,Standard,Yes,Yes,31,Bank Transfer,Quarterly
57,Masculino,Gafas de Sol,Accesorios,43,Arizona,XL,Yellow,Summer,3.4,No,2-Day Shipping,Yes,Yes,11,Bank Transfer,Monthly
68,Masculino,Zapatillas,Calzado,56,Florida,M,Indigo,Spring,3.4,No,Standard,Yes,Yes,34,Bank Transfer,Monthly
56,Masculino,Camiseta,Ropa,37,New York,S,Violet,Fall,4.9,No,Next Day Air,Yes,Yes,14,Cash,Annually
40,Masculino,Vestido,Ropa,21,Nebraska,M,White,Fall,3.6,No,Standard,Yes,Yes,42,Venmo,Weekly
44,Masculino,Sudadera con Capucha,Ropa,91,Mississippi,L,White,Winter,3.0,No,Free Shipping,Yes,Yes,15,Venmo,Bi-Weekly
44,Masculino,Suéter,Ropa,95,Vermont,M,Cyan,Summer,3.9,No,2-Day Shipping,Yes,Yes,47,Bank Transfer,Monthly
19,Masculino,Cinturón,Accesorios,54,Nebraska,XL,Purple,Spring,3.2,No,Standard,Yes,Yes,23,Credit Card,Fortnightly
21,Masculino,Calcetines,Ropa,36,South Carolina,XL,Black,Spring,3.2,No,Next Day Air,Yes,Yes,23,Cash,Bi-Weekly
31,Masculino,Gafas de Sol,Accesorios,71,Delaware,M,Orange,Fall,4.3,No,Next Day Air,Yes,Yes,1,Cash,Every 3 Months
30,Masculino,Abrigo,Ropa ext,31,Vermont,L,Maroon,Summer,2.8,No,2-Day Shipping,Yes,Yes,28,Bank Transfer,Quarterly
65,Masculino,Sombrero,Accesorios,89,Indiana,XL,Orange,Spring,4.5,No,Next Day Air,Yes,Yes,37,Credit Card,Bi-Weekly
39,Masculino,Pantalones,Ropa,83,Oregon,M,Teal,Winter,4.1,No,Next Day Air,Yes,Yes,4,Cash,Every 3 Months
64,Masculino,Mochila,Accesorios,42,Maryland,M,Gray,Spring,3.6,No,2-Day Shipping,Yes,Yes,21,Bank Transfer,Quarterly
59,Masculino,Pantalones Cortos,Ropa,91,Florida,M,Blue,Summer,3.0,No,2-Day Shipping,Yes,Yes,50,PayPal,Bi-Weekly
49,Masculino,Chaqueta,Ropa ext,61,Indiana,M,Cyan,Spring,4.0,No,Free Shipping,Yes,Yes,34,Bank Transfer,Annually
24,Masculino,Mochila,Accesorios,66,Texas,S,Red,Summer,3.5,No,Next Day Air,Yes,Yes,20,Cash,Quarterly
19,Masculino,Bufanda,Accesorios,22,Nebraska,XL,Pink,Spring,2.5,No,Store Pickup,Yes,Yes,25,Venmo,Every 3 Months
27,Masculino,Sudadera con Capucha,Ropa,68,North Carolina,S,Cyan,Winter,4.3,No,Store Pickup,Yes,Yes,26,Bank Transfer,Fortnightly
56,Masculino,Falda,Ropa,43,Alabama,L,Black,Fall,2.8,No,Express,Yes,Yes,4,Bank Transfer,Annually
49,Masculino,Vestido,Ropa,32,Alabama,M,Beige,Fall,3.7,No,Next Day Air,Yes,Yes,39,Debit Card,Monthly
41,Masculino,Abrigo,Ropa ext,46,Colorado,M,Gray,Fall,4.3,No,Express,Yes,Yes,29,Cash,Weekly
36,Masculino,Blusa,Ropa,90,Wisconsin,L,Red,Summer,4.0,No,Express,Yes,Yes,47,PayPal,Quarterly
68,Masculino,Sombrero,Accesorios,75,Delaware,L,Yellow,Fall,4.7,No,Express,Yes,Yes,5,Cash,Every 3 Months
28,Masculino,Bolso,Accesorios,69,Indiana,M,Magenta,Winter,4.5,No,Store Pickup,Yes,Yes,18,Bank Transfer,Fortnightly
45,Masculino,Cinturón,Accesorios,40,Iowa,M,Magenta,Fall,3.1,No,Free Shipping,Yes,Yes,10,Credit Card,Fortnightly
60,Masculino,Cinturón,Accesorios,63,Iowa,S,Black,Fall,3.8,No,Express,Yes,Yes,25,Cash,Quarterly
21,Masculino,Camisa,Ropa,36,Wisconsin,L,Orange,Summer,4.9,No,Express,Yes,Yes,2,Cash,Weekly
32,Masculino,Zapatos,Calzado,75,Iowa,M,Green,Winter,3.2,No,Standard,Yes,Yes,48,Venmo,Fortnightly
27,Masculino,Bufanda,Accesorios,67,Montana,L,Peach,Summer,2.9,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Every 3 Months
40,Masculino,Pantalones,Ropa,64,Mississippi,M,Charcoal,Spring,2.8,No,Store Pickup,Yes,Yes,42,Credit Card,Monthly
64,Masculino,Blusa,Ropa,61,Michigan,M,Gray,Fall,4.0,No,2-Day Shipping,Yes,Yes,44,PayPal,Bi-Weekly
18,Masculino,Guantes,Accesorios,40,Virginia,L,Turquoise,Winter,2.6,No,Store Pickup,Yes,Yes,6,Cash,Quarterly
22,Masculino,Bolso,Accesorios,97,New York,M,Red,Fall,2.7,No,Free Shipping,Yes,Yes,5,Bank Transfer,Quarterly
42,Masculino,Zapatillas,Calzado,31,Maine,L,Brown,Spring,4.1,No,2-Day Shipping,Yes,Yes,8,Credit Card,Annually
57,Masculino,Sandalias,Calzado,65,New Jersey,L,Pink,Spring,5.0,No,Free Shipping,Yes,Yes,24,PayPal,Annually
33,Masculino,Gafas de Sol,Accesorios,54,Maryland,L,Olive,Spring,3.0,No,Next Day Air,Yes,Yes,42,Venmo,Monthly
37,Masculino,Chaqueta,Ropa ext,49,Kentucky,XL,Lavender,Fall,3.6,No,Free Shipping,Yes,Yes,24,Venmo,Weekly
21,Masculino,Camiseta,Ropa,64,Minnesota,L,Purple,Fall,2.8,No,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly
51,Masculino,Zapatillas,Calzado,35,Massachusetts,S,Beige,Winter,4.6,No,Standard,Yes,Yes,41,Cash,Fortnightly
30,Masculino,Zapatos,Calzado,86,Illinois,L,Green,Winter,2.9,No,Standard,Yes,Yes,48,Venmo,Quarterly
68,Masculino,Chaqueta,Ropa ext,55,Michigan,L,Brown,Winter,4.8,No,Express,Yes,Yes,16,Bank Transfer,Quarterly
36,Masculino,Bufanda,Accesorios,58,Wisconsin,M,Beige,Spring,3.3,No,Express,Yes,Yes,4,Venmo,Monthly
46,Masculino,Zapatillas,Calzado,96,Alaska,M,Beige,Fall,4.6,No,Standard,Yes,Yes,8,Bank Transfer,Weekly
41,Masculino,Joyería,Accesorios,64,Mississippi,M,Indigo,Fall,2.6,No,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly
68,Masculino,Chaqueta,Ropa ext,56,Oregon,M,Silver,Fall,4.0,No,Next Day Air,Yes,Yes,4,Debit Card,Quarterly
21,Masculino,Blusa,Ropa,85,Maryland,M,Gold,Winter,3.8,No,Standard,Yes,Yes,20,Credit Card,Monthly
62,Masculino,Vestido,Ropa,23,Arkansas,M,Lavender,Spring,3.9,No,Express,Yes,Yes,40,Cash,Quarterly
59,Masculino,Bufanda,Accesorios,72,Illinois,L,Orange,Fall,2.6,No,Store Pickup,Yes,Yes,8,Debit Card,Fortnightly
25,Masculino,Sombrero,Accesorios,38,Arkansas,M,Maroon,Summer,4.3,No,Standard,Yes,Yes,42,Debit Card,Weekly
53,Masculino,Blusa,Ropa,29,Mississippi,S,White,Winter,3.6,No,Express,Yes,Yes,38,Credit Card,Annually
31,Masculino,Guantes,Accesorios,46,Arkansas,M,Yellow,Spring,4.2,No,Express,Yes,Yes,34,Venmo,Every 3 Months
46,Masculino,Guantes,Accesorios,58,Idaho,L,Yellow,Spring,3.9,No,Express,Yes,Yes,14,PayPal,Fortnightly
26,Masculino,Abrigo,Ropa ext,43,Iowa,L,Magenta,Fall,4.7,No,Next Day Air,Yes,Yes,39,Cash,Weekly
47,Masculino,Bufanda,Accesorios,32,West Virginia,L,Turquoise,Spring,2.8,No,Next Day Air,Yes,Yes,40,PayPal,Bi-Weekly
37,Masculino,Pantalones,Ropa,30,Wisconsin,XL,Lavender,Winter,3.0,No,Next Day Air,Yes,Yes,49,Debit Card,Monthly
55,Masculino,Gafas de Sol,Accesorios,67,Massachusetts,S,Magenta,Summer,4.7,No,Store Pickup,Yes,Yes,33,PayPal,Annually
30,Masculino,Vestido,Ropa,45,Texas,M,Cyan,Summer,2.5,No,Free Shipping,Yes,Yes,25,Credit Card,Weekly
19,Masculino,Sombrero,Accesorios,81,Nebraska,M,Olive,Winter,3.1,No,Store Pickup,Yes,Yes,48,Venmo,Annually
36,Masculino,Mochila,Accesorios,23,Nevada,M,Red,Fall,3.6,No,Next Day Air,Yes,Yes,22,Credit Card,Every 3 Months
23,Masculino,Sandalias,Calzado,59,Indiana,M,Blue,Fall,3.5,No,2-Day Shipping,Yes,Yes,1,PayPal,Weekly
62,Masculino,Gafas de Sol,Accesorios,21,North Dakota,L,White,Summer,3.1,No,Express,Yes,Yes,47,PayPal,Monthly
26,Masculino,Mochila,Accesorios,20,Georgia,M,Peach,Spring,3.6,No,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly
36,Masculino,Joyería,Accesorios,28,New Mexico,M,Charcoal,Winter,3.5,No,Next Day Air,Yes,Yes,10,Debit Card,Weekly
33,Masculino,Calcetines,Ropa,100,New Hampshire,M,Peach,Winter,2.7,No,Store Pickup,Yes,Yes,39,Credit Card,Monthly
32,Masculino,Camisa,Ropa,46,Washington,L,Turquoise,Spring,3.6,No,Express,Yes,Yes,15,Debit Card,Monthly
56,Masculino,Bolso,Accesorios,61,Nevada,XL,Charcoal,Spring,4.5,No,Express,Yes,Yes,11,Credit Card,Annually
58,Masculino,Blusa,Ropa,58,Maine,M,Yellow,Winter,4.1,No,Free Shipping,Yes,Yes,38,Venmo,Weekly
34,Masculino,Mochila,Accesorios,50,Idaho,M,Blue,Spring,4.2,No,Standard,Yes,Yes,41,Cash,Fortnightly
61,Masculino,Sombrero,Accesorios,93,Tennessee,M,Purple,Summer,4.0,No,Store Pickup,Yes,Yes,18,Debit Card,Annually
48,Masculino,Falda,Ropa,24,Louisiana,L,Green,Summer,2.8,No,Store Pickup,Yes,Yes,13,Venmo,Quarterly
25,Masculino,Pantalones Cortos,Ropa,100,Michigan,M,Charcoal,Summer,2.6,No,2-Day Shipping,Yes,Yes,43,Venmo,Annually
51,Masculino,Blusa,Ropa,79,New Hampshire,S,Indigo,Fall,2.7,No,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly
29,Masculino,Calcetines,Ropa,51,Minnesota,M,Black,Summer,4.5,No,Store Pickup,Yes,Yes,3,Credit Card,Bi-Weekly
54,Masculino,Cinturón,Accesorios,90,Illinois,M,Blue,Winter,3.7,No,Free Shipping,Yes,Yes,12,Credit Card,Every 3 Months
48,Masculino,Botas,Calzado,56,Idaho,L,Silver,Summer,3.4,No,Free Shipping,Yes,Yes,46,Cash,Quarterly
62,Masculino,Pantalones Cortos,Ropa,25,Montana,S,Brown,Spring,4.6,No,Standard,Yes,Yes,21,Debit Card,Fortnightly
18,Masculino,Camisa,Ropa,75,Alabama,M,Violet,Summer,4.1,No,2-Day Shipping,Yes,Yes,23,Venmo,Every 3 Months
43,Masculino,Bolso,Accesorios,75,Montana,M,Orange,Summer,2.6,No,Free Shipping,Yes,Yes,4,Debit Card,Quarterly
22,Masculino,Jeans,Ropa,53,California,XL,Gray,Summer,4.6,No,Store Pickup,Yes,Yes,45,PayPal,Every 3 Months
68,Masculino,Vestido,Ropa,100,Pennsylvania,S,Gold,Spring,3.0,No,Standard,Yes,Yes,24,Bank Transfer,Fortnightly
44,Masculino,Vestido,Ropa,27,Texas,L,Charcoal,Fall,3.4,No,Free Shipping,Yes,Yes,3,PayPal,Bi-Weekly
51,Masculino,Sandalias,Calzado,60,Michigan,S,Black,Fall,3.5,No,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months
66,Masculino,Chaqueta,Ropa ext,23,Connecticut,S,Indigo,Fall,3.5,No,Standard,Yes,Yes,34,Bank Transfer,Every 3 Months
59,Masculino,Abrigo,Ropa ext,40,Wyoming,S,White,Winter,3.7,No,Next Day Air,Yes,Yes,39,Credit Card,Annually
60,Masculino,Pantalones,Ropa,38,Michigan,M,Yellow,Summer,4.8,No,Free Shipping,Yes,Yes,35,PayPal,Every 3 Months
31,Masculino,Mochila,Accesorios,90,South Dakota,S,Orange,Summer,4.9,No,Store Pickup,Yes,Yes,8,Credit Card,Annually
20,Masculino,Blusa,Ropa,97,North Dakota,S,Green,Summer,4.9,No,Express,Yes,Yes,42,PayPal,Quarterly
24,Masculino,Falda,Ropa,38,Maryland,L,Gold,Fall,4.7,No,Standard,Yes,Yes,6,Credit Card,Every 3 Months
48,Masculino,Sandalias,Calzado,30,Michigan,S,Orange,Summer,4.9,No,Free Shipping,Yes,Yes,3,Credit Card,Fortnightly
39,Masculino,Pantalones,Ropa,88,South Dakota,M,Cyan,Fall,2.9,No,Express,Yes,Yes,29,Venmo,Quarterly
34,Masculino,Sombrero,Accesorios,33,Florida,L,Black,Winter,4.4,No,Express,Yes,Yes,32,Debit Card,Quarterly
70,Masculino,Sudadera con Capucha,Ropa,60,Minnesota,L,Yellow,Winter,3.2,No,Next Day Air,Yes,Yes,45,Debit Card,Weekly
59,Masculino,Suéter,Ropa,64,New York,L,Maroon,Summer,4.6,No,Free Shipping,Yes,Yes,21,Debit Card,Bi-Weekly
45,Masculino,Bufanda,Accesorios,95,Oregon,XL,Black,Fall,4.0,No,Standard,Yes,Yes,41,Cash,Weekly
35,Masculino,Zapatillas,Calzado,83,Minnesota,M,Gray,Winter,3.7,No,Free Shipping,Yes,Yes,23,PayPal,Fortnightly
69,Masculino,Botas,Calzado,97,Montana,XL,Orange,Winter,4.2,No,Free Shipping,Yes,Yes,14,Cash,Annually
58,Masculino,Abrigo,Ropa ext,38,Washington,M,Cyan,Spring,2.9,No,Standard,Yes,Yes,24,Debit Card,Monthly
25,Masculino,Botas,Calzado,48,New Mexico,M,Magenta,Summer,4.8,No,Next Day Air,Yes,Yes,25,Cash,Fortnightly
27,Masculino,Sandalias,Calzado,76,Arizona,M,Pink,Spring,4.4,No,Standard,Yes,Yes,13,Venmo,Monthly
34,Masculino,Pantalones,Ropa,25,Nebraska,S,Turquoise,Summer,3.4,No,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months
53,Masculino,Sudadera con Capucha,Ropa,92,Idaho,S,Violet,Spring,2.8,No,2-Day Shipping,Yes,Yes,42,Credit Card,Annually
58,Masculino,Sandalias,Calzado,47,Idaho,L,Teal,Fall,4.2,No,Next Day Air,Yes,Yes,2,Cash,Monthly
32,Masculino,Suéter,Ropa,36,Vermont,L,Pink,Fall,3.8,No,Express,Yes,Yes,26,Cash,Quarterly
64,Masculino,Cinturón,Accesorios,51,Arkansas,M,Gold,Fall,3.1,No,2-Day Shipping,Yes,Yes,24,Credit Card,Annually
63,Masculino,Jeans,Ropa,35,Wyoming,XL,Red,Summer,3.2,No,Express,Yes,Yes,6,Credit Card,Quarterly
23,Masculino,Sudadera con Capucha,Ropa,57,New Mexico,S,Beige,Summer,3.0,No,Next Day Air,Yes,Yes,25,PayPal,Monthly
64,Masculino,Botas,Calzado,95,West Virginia,M,Black,Summer,3.6,No,Free Shipping,Yes,Yes,11,Credit Card,Every 3 Months
18,Masculino,Calcetines,Ropa,41,New York,L,Lavender,Winter,2.5,No,Store Pickup,Yes,Yes,20,Cash,Every 3 Months
25,Masculino,Vestido,Ropa,44,Illinois,S,Teal,Winter,3.4,No,Free Shipping,Yes,Yes,25,Cash,Quarterly
54,Masculino,Chaqueta,Ropa ext,34,Utah,M,Maroon,Fall,2.5,No,Next Day Air,Yes,Yes,35,PayPal,Quarterly
60,Masculino,Chaqueta,Ropa ext,25,Colorado,L,Blue,Spring,4.7,No,2-Day Shipping,Yes,Yes,11,Bank Transfer,Quarterly
36,Masculino,Botas,Calzado,93,Virginia,S,Teal,Winter,3.2,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Fortnightly
66,Masculino,Zapatillas,Calzado,50,Georgia,L,Maroon,Winter,2.9,No,Free Shipping,Yes,Yes,17,Credit Card,Annually
60,Masculino,Pantalones,Ropa,79,Alabama,L,Silver,Fall,4.9,No,Express,Yes,Yes,1,PayPal,Every 3 Months
59,Masculino,Abrigo,Ropa ext,100,Montana,S,Olive,Spring,2.7,No,Store Pickup,Yes,Yes,30,PayPal,Every 3 Months
58,Masculino,Camisa,Ropa,57,Pennsylvania,S,Gray,Spring,4.7,No,Express,Yes,Yes,47,Venmo,Fortnightly
35,Masculino,Suéter,Ropa,28,Missouri,M,Peach,Spring,2.9,No,2-Day Shipping,Yes,Yes,34,Venmo,Weekly
20,Masculino,Zapatos,Calzado,35,Maine,L,Yellow,Winter,4.8,No,Express,Yes,Yes,18,Venmo,Fortnightly
70,Masculino,Botas,Calzado,85,Pennsylvania,L,Violet,Fall,4.6,No,Standard,Yes,Yes,33,Venmo,Bi-Weekly
54,Masculino,Gafas de Sol,Accesorios,95,Oregon,S,Red,Summer,5.0,No,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly
38,Masculino,Zapatillas,Calzado,90,Utah,S,Charcoal,Summer,4.8,No,2-Day Shipping,Yes,Yes,2,Venmo,Quarterly
54,Masculino,Joyería,Accesorios,49,Oklahoma,M,Beige,Summer,4.9,No,Store Pickup,Yes,Yes,1,Bank Transfer,Monthly
33,Masculino,Cinturón,Accesorios,92,Montana,M,Peach,Winter,4.6,No,2-Day Shipping,Yes,Yes,23,Bank Transfer,Quarterly
46,Masculino,Guantes,Accesorios,72,Nebraska,XL,Violet,Winter,3.9,No,Store Pickup,Yes,Yes,42,Cash,Bi-Weekly
58,Masculino,Pantalones Cortos,Ropa,71,Alabama,M,Green,Summer,4.5,No,Store Pickup,Yes,Yes,3,PayPal,Annually
30,Masculino,Joyería,Accesorios,27,Ohio,XL,Olive,Winter,4.7,No,Store Pickup,Yes,Yes,16,Debit Card,Fortnightly
42,Masculino,Guantes,Accesorios,39,Arkansas,S,Silver,Fall,3.9,No,Express,Yes,Yes,46,Cash,Fortnightly
28,Masculino,Joyería,Accesorios,98,Mississippi,M,Purple,Winter,4.4,No,Standard,Yes,Yes,31,PayPal,Every 3 Months
43,Masculino,Sandalias,Calzado,27,California,M,Silver,Spring,3.9,No,Next Day Air,Yes,Yes,15,Cash,Every 3 Months
31,Masculino,Joyería,Accesorios,71,Alaska,S,Gray,Spring,2.8,No,2-Day Shipping,Yes,Yes,48,Venmo,Every 3 Months
39,Masculino,Sombrero,Accesorios,24,Indiana,L,Turquoise,Spring,3.5,No,Store Pickup,Yes,Yes,11,Cash,Weekly
69,Masculino,Pantalones Cortos,Ropa,63,Wisconsin,M,Violet,Fall,4.3,No,Express,Yes,Yes,20,Credit Card,Every 3 Months
31,Masculino,Suéter,Ropa,72,New Jersey,S,Pink,Fall,3.9,No,Next Day Air,Yes,Yes,6,Credit Card,Monthly
44,Masculino,Blusa,Ropa,61,Rhode Island,M,Teal,Spring,4.0,No,Express,Yes,Yes,24,Cash,Monthly
39,Masculino,Sombrero,Accesorios,56,Wyoming,M,Magenta,Fall,4.1,No,Next Day Air,Yes,Yes,18,Credit Card,Monthly
24,Masculino,Cinturón,Accesorios,32,Oregon,XL,Silver,Summer,4.3,No,Standard,Yes,Yes,1,PayPal,Every 3 Months
28,Masculino,Guantes,Accesorios,23,Washington,M,Blue,Summer,4.2,No,Free Shipping,Yes,Yes,13,Venmo,Bi-Weekly
48,Masculino,Abrigo,Ropa ext,100,Washington,L,Black,Spring,4.0,No,Standard,Yes,Yes,2,Bank Transfer,Weekly
39,Masculino,Joyería,Accesorios,74,New Hampshire,M,Gold,Fall,3.6,No,Express,Yes,Yes,26,Cash,Quarterly
64,Masculino,Falda,Ropa,33,Maryland,S,Gray,Spring,3.3,No,Standard,Yes,Yes,31,PayPal,Quarterly
28,Masculino,Guantes,Accesorios,67,Wisconsin,S,Magenta,Spring,4.1,No,2-Day Shipping,Yes,Yes,43,Bank Transfer,Weekly
39,Masculino,Joyería,Accesorios,61,Massachusetts,S,Yellow,Summer,4.7,No,Next Day Air,Yes,Yes,12,Debit Card,Bi-Weekly
49,Masculino,Pantalones Cortos,Ropa,46,Nebraska,M,Teal,Summer,4.4,No,Store Pickup,Yes,Yes,22,Venmo,Every 3 Months
22,Masculino,Guantes,Accesorios,56,Nebraska,L,Red,Spring,3.4,No,Standard,Yes,Yes,3,Cash,Fortnightly
25,Masculino,Zapatillas,Calzado,73,Idaho,S,Yellow,Spring,5.0,No,Free Shipping,Yes,Yes,23,Venmo,Every 3 Months
40,Masculino,Falda,Ropa,44,Arizona,L,Black,Summer,4.6,No,Store Pickup,Yes,Yes,26,PayPal,Annually
23,Masculino,Sombrero,Accesorios,44,Hawaii,L,Pink,Winter,4.0,No,Standard,Yes,Yes,37,Credit Card,Weekly
24,Masculino,Joyería,Accesorios,26,Missouri,XL,Magenta,Summer,4.1,No,Next Day Air,Yes,Yes,42,Venmo,Quarterly
66,Masculino,Zapatillas,Calzado,52,Louisiana,L,Olive,Spring,4.9,No,Express,Yes,Yes,15,Venmo,Bi-Weekly
27,Masculino,Camisa,Ropa,54,Arkansas,S,Black,Summer,2.7,No,Free Shipping,Yes,Yes,10,Bank Transfer,Quarterly
62,Masculino,Chaqueta,Ropa ext,38,North Carolina,M,Maroon,Summer,4.5,No,Free Shipping,Yes,Yes,3,Venmo,Quarterly
70,Masculino,Cinturón,Accesorios,44,North Dakota,S,Gold,Fall,2.7,No,Standard,Yes,Yes,44,Credit Card,Quarterly
43,Masculino,Camiseta,Ropa,76,Montana,M,Gray,Spring,3.0,No,Next Day Air,Yes,Yes,23,Bank Transfer,Fortnightly
45,Masculino,Joyería,Accesorios,23,Rhode Island,M,Brown,Winter,4.5,No,Next Day Air,Yes,Yes,6,PayPal,Weekly
63,Masculino,Camiseta,Ropa,98,Idaho,M,Purple,Winter,5.0,No,Standard,Yes,Yes,9,Venmo,Bi-Weekly
69,Masculino,Chaqueta,Ropa ext,33,Michigan,S,Magenta,Spring,3.8,No,2-Day Shipping,Yes,Yes,16,Debit Card,Every 3 Months
59,Masculino,Suéter,Ropa,32,Illinois,M,Teal,Summer,3.1,No,Standard,Yes,Yes,46,Venmo,Fortnightly
19,Masculino,Botas,Calzado,85,Georgia,S,Olive,Fall,3.4,No,Free Shipping,Yes,Yes,24,Credit Card,Every 3 Months
63,Masculino,Jeans,Ropa,69,Alabama,L,Maroon,Summer,4.8,No,Next Day Air,Yes,Yes,22,Debit Card,Monthly
37,Masculino,Jeans,Ropa,55,Alaska,XL,Silver,Spring,2.7,No,Standard,Yes,Yes,13,Debit Card,Every 3 Months
37,Masculino,Pantalones,Ropa,66,Massachusetts,M,Black,Summer,3.2,No,Store Pickup,Yes,Yes,20,Cash,Fortnightly
50,Masculino,Chaqueta,Ropa ext,30,Michigan,M,Maroon,Fall,3.9,No,2-Day Shipping,Yes,Yes,46,Cash,Quarterly
60,Masculino,Chaqueta,Ropa ext,80,Alaska,M,Teal,Winter,4.2,No,Next Day Air,Yes,Yes,10,Bank Transfer,Monthly
46,Masculino,Cinturón,Accesorios,20,North Dakota,M,Teal,Summer,3.0,No,Express,Yes,Yes,39,Cash,Monthly
35,Masculino,Camisa,Ropa,30,South Carolina,L,Beige,Fall,3.0,No,2-Day Shipping,Yes,Yes,44,PayPal,Quarterly
66,Masculino,Vestido,Ropa,86,Pennsylvania,S,Maroon,Winter,3.7,No,2-Day Shipping,Yes,Yes,7,Venmo,Annually
35,Masculino,Blusa,Ropa,84,Colorado,L,Beige,Spring,4.4,No,Store Pickup,Yes,Yes,3,Cash,Every 3 Months
20,Masculino,Vestido,Ropa,54,New Hampshire,XL,White,Summer,4.6,No,Free Shipping,Yes,Yes,44,Debit Card,Annually
55,Masculino,Blusa,Ropa,30,Maryland,XL,Gray,Fall,3.0,No,Free Shipping,Yes,Yes,31,Venmo,Annually
34,Masculino,Vestido,Ropa,91,Georgia,M,Violet,Winter,3.6,No,Express,Yes,Yes,48,Credit Card,Weekly
60,Masculino,Zapatillas,Calzado,23,Wisconsin,L,Silver,Winter,3.9,No,Standard,Yes,Yes,18,PayPal,Bi-Weekly
22,Masculino,Calcetines,Ropa,35,Texas,M,Red,Spring,4.1,No,Free Shipping,Yes,Yes,27,Cash,Monthly
26,Masculino,Zapatos,Calzado,90,Utah,L,Brown,Winter,3.9,No,2-Day Shipping,Yes,Yes,1,Venmo,Weekly
39,Masculino,Jeans,Ropa,93,Indiana,S,Turquoise,Fall,3.9,No,2-Day Shipping,Yes,Yes,34,Cash,Weekly
20,Masculino,Jeans,Ropa,68,Nevada,L,Indigo,Winter,4.5,No,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
57,Masculino,Guantes,Accesorios,41,New Hampshire,M,Violet,Spring,3.4,No,Standard,Yes,Yes,12,Cash,Quarterly
68,Masculino,Cinturón,Accesorios,73,New York,M,Yellow,Winter,4.1,No,Next Day Air,Yes,Yes,14,Venmo,Fortnightly
50,Masculino,Gafas de Sol,Accesorios,73,Texas,L,Cyan,Fall,4.9,No,Next Day Air,Yes,Yes,40,PayPal,Weekly
21,Masculino,Sombrero,Accesorios,66,Iowa,M,Brown,Summer,4.4,No,2-Day Shipping,Yes,Yes,39,Cash,Quarterly
